"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","26","26","1","38.351631","0","26"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","5.755553","0","5"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","14","1","17.666565","0","14"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","5","1","2.260367","0","5"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","63","63","1","59.383499","0","63"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","60","66","3","75.966324","0","66"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","10","11","1","13.620913","0","11"
"/ControlRig/M_Manip.M_Manip","49","10","11","1","16.965117","0","11"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","50","50","1","168.012390","0","50"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","50","50","1","214.104904","0","50"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","71","71","1","182.875397","0","71"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","28","1","41.145554","0","28"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","12","12","1","14.552397","0","12"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","4","1","5.477675","0","4"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","1.160074","0","5"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","61","66","6","67.929672","0","66"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","100","106","1","148.985565","0","106"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","100","100","1","455.103271","0","100"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","7","7","1","6.892783","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","87","87","1","129.528122","0","87"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","127","127","1","151.394913","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","1341","1364","1","2359.329834","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","31","33","1","28.776258","0","33"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","12","12","1","16.079153","0","12"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","13","13","1","10.677258","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","30.895674","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","34.060173","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","13","13","1","12.879475","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","13","13","1","11.721439","0","13"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","62","66","1","102.378044","0","66"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","88","92","1","136.183868","0","92"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","184","194","6","520.427429","0","194"
"/InterchangeAssets/gltf/M_Default.M_Default","49","278","296","6","600.797546","0","296"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","278","296","6","512.912048","0","296"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","270","280","6","473.009308","0","280"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","96","96","2","605.983215","0","96"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","270","280","6","531.827148","0","280"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","63","63","1","65.364082","0","63"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","3.792749","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","4.392121","0","5"
"/Paper2D/DefaultLitSpriteMaterial.DefaultLitSpriteMaterial","49","31","33","1","38.754227","0","33"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","23","23","1","82.083076","0","23"
"/Engine/BufferVisualization/BaseColor.BaseColor","49","5","5","1","1.090142","0","5"
